column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_doge_support,Doge Support,DOGE (Dept of Gov Efficiency): field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_doge_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_doge_oppose,Doge Oppose,DOGE (Dept of Gov Efficiency): field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_doge_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_dropoff_fill_only_top,Dropoff Fill Only Top,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_dropoff_fill_entire_ballot,Dropoff Fill Entire Ballot,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_crypto_buyer_no,Crypto Buyer No,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_crypto_buyer_yes,Crypto Buyer Yes,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_crypto_reduce_leave_as_is,Crypto Reduce Leave As Is,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_consumer_value_environment,Consumer Value Environment,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_consumer_value_brand_savings,Consumer Value Brand Savings,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_consumer_value_low_cost,Consumer Value Low Cost,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_china_foreign_policy_advesarial,China Foreign Policy Advesarial,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charter_schools_support,Charter Schools Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_charter_schools_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charter_schools_oppose,Charter Schools Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_charter_schools_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_giving_international_aid,Charity Giving International Aid,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_giving_vet_cause,Charity Giving Vet Cause,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_giving_relig_cause,Charity Giving Relig Cause,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_giving_performing_arts,Charity Giving Performing Arts,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_charity_giving_enviro_cause,Charity Giving Enviro Cause,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_casino_oppose,Casino Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_casino_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_casino_support,Casino Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_casino_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_buttigieg_disapproval_dem,Buttigieg Disapproval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_buttigieg_approval_dem,Buttigieg Approval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_bernie_disapproval_dem,Bernie Disapproval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_bernie_approval_dem,Bernie Approval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_aoc_disapproval,Aoc Disapproval,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_aoc_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
